"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"31HLTCK4BLV1GIDKNX3BJ64S9BSGVC","3D8T3D6PQEIQ2GY6AJ9KFTAEYVCOYN","Survey on social issues + coin flips (coin required; ca. 10-15 minutes)","Answer multiple choice questions. You need a coin for doing coin flips.","survey, research","$1.11","Tue Jun 18 07:47:33 PDT 2019","200","BatchId:3679483;OriginalHitTemplateId:920937340;","3600","86400","Sat Jun 22 07:47:33 PDT 2019","","","30BXRYBRP4XVHN6UNFVRERVWIX8WHW","A20ASMCESA51U4","Approved","Tue Jun 18 08:02:55 PDT 2019","Tue Jun 18 08:39:46 PDT 2019","Wed Jun 19 08:39:46 PDT 2019","Wed Jun 19 06:31:56 PDT 2019","","","2211","100% (1/1)","100% (1/1)","100% (1/1)","1080793"
"31HLTCK4BLV1GIDKNX3BJ64S9BSGVC","3D8T3D6PQEIQ2GY6AJ9KFTAEYVCOYN","Survey on social issues + coin flips (coin required; ca. 10-15 minutes)","Answer multiple choice questions. You need a coin for doing coin flips.","survey, research","$1.11","Tue Jun 18 07:47:33 PDT 2019","200","BatchId:3679483;OriginalHitTemplateId:920937340;","3600","86400","Sat Jun 22 07:47:33 PDT 2019","","","30LB5CDZNCAO0I530U8D73QXDIAZ0N","A3GX1M6BYHJOYC","Approved","Tue Jun 18 08:05:01 PDT 2019","Tue Jun 18 08:34:19 PDT 2019","Wed Jun 19 08:34:19 PDT 2019","Wed Jun 19 06:31:56 PDT 2019","","","1758","100% (1/1)","100% (1/1)","100% (1/1)","7267588"
"31HLTCK4BLV1GIDKNX3BJ64S9BSGVC","3D8T3D6PQEIQ2GY6AJ9KFTAEYVCOYN","Survey on social issues + coin flips (coin required; ca. 10-15 minutes)","Answer multiple choice questions. You need a coin for doing coin flips.","survey, research","$1.11","Tue Jun 18 07:47:33 PDT 2019","200","BatchId:3679483;OriginalHitTemplateId:920937340;","3600","86400","Sat Jun 22 07:47:33 PDT 2019","","","30ZX6P7VF8V5WD3DXV952XVMRII2JQ","AM0QVBV8L6QCJ","Approved","Tue Jun 18 08:12:45 PDT 2019","Tue Jun 18 08:28:31 PDT 2019","Wed Jun 19 08:28:31 PDT 2019","Wed Jun 19 06:31:56 PDT 2019","","","946","100% (1/1)","100% (1/1)","100% (1/1)","6203351"
"31HLTCK4BLV1GIDKNX3BJ64S9BSGVC","3D8T3D6PQEIQ2GY6AJ9KFTAEYVCOYN","Survey on social issues + coin flips (coin required; ca. 10-15 minutes)","Answer multiple choice questions. You need a coin for doing coin flips.","survey, research","$1.11","Tue Jun 18 07:47:33 PDT 2019","200","BatchId:3679483;OriginalHitTemplateId:920937340;","3600","86400","Sat Jun 22 07:47:33 PDT 2019","","","31IBVUNM9SZYO2FJ2F2VP405V97VF1","A765ESAB6VX9S","Approved","Tue Jun 18 09:39:49 PDT 2019","Tue Jun 18 09:56:51 PDT 2019","Wed Jun 19 09:56:51 PDT 2019","Wed Jun 19 06:31:56 PDT 2019","","","1022","100% (1/1)","100% (1/1)","100% (1/1)","5615302"
"31HLTCK4BLV1GIDKNX3BJ64S9BSGVC","3D8T3D6PQEIQ2GY6AJ9KFTAEYVCOYN","Survey on social issues + coin flips (coin required; ca. 10-15 minutes)","Answer multiple choice questions. You need a coin for doing coin flips.","survey, research","$1.11","Tue Jun 18 07:47:33 PDT 2019","200","BatchId:3679483;OriginalHitTemplateId:920937340;","3600","86400","Sat Jun 22 07:47:33 PDT 2019","","","31Q0U3WYDPF5NXKFDIKUUOG88H3716","A235DXY5FJN0IW","Approved","Tue Jun 18 07:47:58 PDT 2019","Tue Jun 18 08:05:45 PDT 2019","Wed Jun 19 08:05:45 PDT 2019","Wed Jun 19 06:31:56 PDT 2019","","","1067","100% (1/1)","100% (1/1)","100% (1/1)","3980690"
"31HLTCK4BLV1GIDKNX3BJ64S9BSGVC","3D8T3D6PQEIQ2GY6AJ9KFTAEYVCOYN","Survey on social issues + coin flips (coin required; ca. 10-15 minutes)","Answer multiple choice questions. You need a coin for doing coin flips.","survey, research","$1.11","Tue Jun 18 07:47:33 PDT 2019","200","BatchId:3679483;OriginalHitTemplateId:920937340;","3600","86400","Sat Jun 22 07:47:33 PDT 2019","","","31UV0MXWNQC10Z2UXWQ3O3JYYDKI5V","A2VNK2H6USLQTK","Approved","Tue Jun 18 08:16:42 PDT 2019","Tue Jun 18 08:37:20 PDT 2019","Wed Jun 19 08:37:20 PDT 2019","Wed Jun 19 06:31:56 PDT 2019","","","1238","100% (1/1)","100% (1/1)","100% (1/1)","3324283"
"31HLTCK4BLV1GIDKNX3BJ64S9BSGVC","3D8T3D6PQEIQ2GY6AJ9KFTAEYVCOYN","Survey on social issues + coin flips (coin required; ca. 10-15 minutes)","Answer multiple choice questions. You need a coin for doing coin flips.","survey, research","$1.11","Tue Jun 18 07:47:33 PDT 2019","200","BatchId:3679483;OriginalHitTemplateId:920937340;","3600","86400","Sat Jun 22 07:47:33 PDT 2019","","","323Q6SJS8IGT61KZXQLRA39WNUIFHH","A1LRJ2MQD4AMES","Approved","Tue Jun 18 07:48:22 PDT 2019","Tue Jun 18 08:12:09 PDT 2019","Wed Jun 19 08:12:09 PDT 2019","Wed Jun 19 06:31:56 PDT 2019","","","1427","100% (1/1)","100% (1/1)","100% (1/1)","8367262"
"31HLTCK4BLV1GIDKNX3BJ64S9BSGVC","3D8T3D6PQEIQ2GY6AJ9KFTAEYVCOYN","Survey on social issues + coin flips (coin required; ca. 10-15 minutes)","Answer multiple choice questions. You need a coin for doing coin flips.","survey, research","$1.11","Tue Jun 18 07:47:33 PDT 2019","200","BatchId:3679483;OriginalHitTemplateId:920937340;","3600","86400","Sat Jun 22 07:47:33 PDT 2019","","","326O153BMIYKO7F1GJIV109YJ1AEDP","AJY3TK15330KW","Approved","Tue Jun 18 07:57:40 PDT 2019","Tue Jun 18 08:08:59 PDT 2019","Wed Jun 19 08:08:59 PDT 2019","Wed Jun 19 06:31:57 PDT 2019","","","679","100% (1/1)","100% (1/1)","100% (1/1)","5173644"
"31HLTCK4BLV1GIDKNX3BJ64S9BSGVC","3D8T3D6PQEIQ2GY6AJ9KFTAEYVCOYN","Survey on social issues + coin flips (coin required; ca. 10-15 minutes)","Answer multiple choice questions. You need a coin for doing coin flips.","survey, research","$1.11","Tue Jun 18 07:47:33 PDT 2019","200","BatchId:3679483;OriginalHitTemplateId:920937340;","3600","86400","Sat Jun 22 07:47:33 PDT 2019","","","32KTQ2V7RDF6X5UXL11CSCVH1I0M9J","A1CD3IIFB3EI5P","Approved","Tue Jun 18 09:35:10 PDT 2019","Tue Jun 18 10:00:02 PDT 2019","Wed Jun 19 10:00:02 PDT 2019","Wed Jun 19 06:31:57 PDT 2019","","","1492","100% (1/1)","100% (1/1)","100% (1/1)","879359"
"31HLTCK4BLV1GIDKNX3BJ64S9BSGVC","3D8T3D6PQEIQ2GY6AJ9KFTAEYVCOYN","Survey on social issues + coin flips (coin required; ca. 10-15 minutes)","Answer multiple choice questions. You need a coin for doing coin flips.","survey, research","$1.11","Tue Jun 18 07:47:33 PDT 2019","200","BatchId:3679483;OriginalHitTemplateId:920937340;","3600","86400","Sat Jun 22 07:47:33 PDT 2019","","","32N49TQG3GI3SBYBRZG3B3PEYUWVAS","A38N2MBXP7IOPS","Approved","Tue Jun 18 09:53:39 PDT 2019","Tue Jun 18 10:18:19 PDT 2019","Wed Jun 19 10:18:19 PDT 2019","Wed Jun 19 06:31:57 PDT 2019","","","1480","100% (1/1)","100% (1/1)","100% (1/1)","7809631"
"31HLTCK4BLV1GIDKNX3BJ64S9BSGVC","3D8T3D6PQEIQ2GY6AJ9KFTAEYVCOYN","Survey on social issues + coin flips (coin required; ca. 10-15 minutes)","Answer multiple choice questions. You need a coin for doing coin flips.","survey, research","$1.11","Tue Jun 18 07:47:33 PDT 2019","200","BatchId:3679483;OriginalHitTemplateId:920937340;","3600","86400","Sat Jun 22 07:47:33 PDT 2019","","","32SCWG5HIH4P0PPCFAQSP6YAGN96PW","AFVKMI543V47K","Approved","Tue Jun 18 10:29:08 PDT 2019","Tue Jun 18 10:39:07 PDT 2019","Wed Jun 19 10:39:07 PDT 2019","Wed Jun 19 06:31:57 PDT 2019","","","599","100% (1/1)","100% (1/1)","100% (1/1)","4726952"
"31HLTCK4BLV1GIDKNX3BJ64S9BSGVC","3D8T3D6PQEIQ2GY6AJ9KFTAEYVCOYN","Survey on social issues + coin flips (coin required; ca. 10-15 minutes)","Answer multiple choice questions. You need a coin for doing coin flips.","survey, research","$1.11","Tue Jun 18 07:47:33 PDT 2019","200","BatchId:3679483;OriginalHitTemplateId:920937340;","3600","86400","Sat Jun 22 07:47:33 PDT 2019","","","333U7HK6I9FSZN1TUKTMYGMQO9EJDN","A36A510EEJ0NOC","Approved","Tue Jun 18 09:01:21 PDT 2019","Tue Jun 18 09:14:32 PDT 2019","Wed Jun 19 09:14:32 PDT 2019","Wed Jun 19 06:31:57 PDT 2019","","","791","100% (1/1)","100% (1/1)","100% (1/1)","2795653"
"31HLTCK4BLV1GIDKNX3BJ64S9BSGVC","3D8T3D6PQEIQ2GY6AJ9KFTAEYVCOYN","Survey on social issues + coin flips (coin required; ca. 10-15 minutes)","Answer multiple choice questions. You need a coin for doing coin flips.","survey, research","$1.11","Tue Jun 18 07:47:33 PDT 2019","200","BatchId:3679483;OriginalHitTemplateId:920937340;","3600","86400","Sat Jun 22 07:47:33 PDT 2019","","","336KAV9KYQSVR2YCJVA8CKAA4MQ2YJ","A22051NK9RQ4FV","Approved","Tue Jun 18 07:48:13 PDT 2019","Tue Jun 18 08:40:17 PDT 2019","Wed Jun 19 08:40:17 PDT 2019","Wed Jun 19 06:31:57 PDT 2019","","","3124","100% (1/1)","100% (1/1)","100% (1/1)","6497365"
"31HLTCK4BLV1GIDKNX3BJ64S9BSGVC","3D8T3D6PQEIQ2GY6AJ9KFTAEYVCOYN","Survey on social issues + coin flips (coin required; ca. 10-15 minutes)","Answer multiple choice questions. You need a coin for doing coin flips.","survey, research","$1.11","Tue Jun 18 07:47:33 PDT 2019","200","BatchId:3679483;OriginalHitTemplateId:920937340;","3600","86400","Sat Jun 22 07:47:33 PDT 2019","","","338JKRMM26ZYAA3RMAZZW2Y5QE6AH0","AKDBOQGLZP874","Approved","Tue Jun 18 08:13:49 PDT 2019","Tue Jun 18 08:23:13 PDT 2019","Wed Jun 19 08:23:13 PDT 2019","Wed Jun 19 06:31:57 PDT 2019","","","564","100% (1/1)","100% (1/1)","100% (1/1)","5539960"
"31HLTCK4BLV1GIDKNX3BJ64S9BSGVC","3D8T3D6PQEIQ2GY6AJ9KFTAEYVCOYN","Survey on social issues + coin flips (coin required; ca. 10-15 minutes)","Answer multiple choice questions. You need a coin for doing coin flips.","survey, research","$1.11","Tue Jun 18 07:47:33 PDT 2019","200","BatchId:3679483;OriginalHitTemplateId:920937340;","3600","86400","Sat Jun 22 07:47:33 PDT 2019","","","338JKRMM26ZYAA3RMAZZW2Y5QEAAH4","A3V9JFVZQ2XF4Y","Approved","Tue Jun 18 08:49:52 PDT 2019","Tue Jun 18 09:36:05 PDT 2019","Wed Jun 19 09:36:05 PDT 2019","Wed Jun 19 06:31:57 PDT 2019","","","2773","100% (1/1)","100% (1/1)","100% (1/1)","4666502"
"31HLTCK4BLV1GIDKNX3BJ64S9BSGVC","3D8T3D6PQEIQ2GY6AJ9KFTAEYVCOYN","Survey on social issues + coin flips (coin required; ca. 10-15 minutes)","Answer multiple choice questions. You need a coin for doing coin flips.","survey, research","$1.11","Tue Jun 18 07:47:33 PDT 2019","200","BatchId:3679483;OriginalHitTemplateId:920937340;","3600","86400","Sat Jun 22 07:47:33 PDT 2019","","","33CUSNVVNNCRYB9JM8LFNYZBX7F88E","A3Q1EZDNIUK41P","Approved","Tue Jun 18 07:53:02 PDT 2019","Tue Jun 18 08:07:07 PDT 2019","Wed Jun 19 08:07:07 PDT 2019","Wed Jun 19 06:31:58 PDT 2019","","","845","100% (1/1)","100% (1/1)","100% (1/1)","3674655"
"31HLTCK4BLV1GIDKNX3BJ64S9BSGVC","3D8T3D6PQEIQ2GY6AJ9KFTAEYVCOYN","Survey on social issues + coin flips (coin required; ca. 10-15 minutes)","Answer multiple choice questions. You need a coin for doing coin flips.","survey, research","$1.11","Tue Jun 18 07:47:33 PDT 2019","200","BatchId:3679483;OriginalHitTemplateId:920937340;","3600","86400","Sat Jun 22 07:47:33 PDT 2019","","","33LKR6A5KEKSLVHMQLNVZK8QXEV1TD","A1KOMHV7RQBUN6","Approved","Tue Jun 18 08:08:52 PDT 2019","Tue Jun 18 08:48:47 PDT 2019","Wed Jun 19 08:48:47 PDT 2019","Wed Jun 19 06:31:58 PDT 2019","","","2395","100% (1/1)","100% (1/1)","100% (1/1)","6727019"
"31HLTCK4BLV1GIDKNX3BJ64S9BSGVC","3D8T3D6PQEIQ2GY6AJ9KFTAEYVCOYN","Survey on social issues + coin flips (coin required; ca. 10-15 minutes)","Answer multiple choice questions. You need a coin for doing coin flips.","survey, research","$1.11","Tue Jun 18 07:47:33 PDT 2019","200","BatchId:3679483;OriginalHitTemplateId:920937340;","3600","86400","Sat Jun 22 07:47:33 PDT 2019","","","33M4IA01QG1NVHPNTP37UEB9E8CRXH","A4XZS2EY43OLT","Approved","Tue Jun 18 08:04:13 PDT 2019","Tue Jun 18 08:09:04 PDT 2019","Wed Jun 19 08:09:04 PDT 2019","Wed Jun 19 06:31:58 PDT 2019","","","291","100% (1/1)","100% (1/1)","100% (1/1)","4565743"
"31HLTCK4BLV1GIDKNX3BJ64S9BSGVC","3D8T3D6PQEIQ2GY6AJ9KFTAEYVCOYN","Survey on social issues + coin flips (coin required; ca. 10-15 minutes)","Answer multiple choice questions. You need a coin for doing coin flips.","survey, research","$1.11","Tue Jun 18 07:47:33 PDT 2019","200","BatchId:3679483;OriginalHitTemplateId:920937340;","3600","86400","Sat Jun 22 07:47:33 PDT 2019","","","33NF62TLXJ20DT73M1F92THG8I3JKS","AS2WTWYVRW9BV","Approved","Tue Jun 18 07:59:45 PDT 2019","Tue Jun 18 08:06:43 PDT 2019","Wed Jun 19 08:06:43 PDT 2019","Wed Jun 19 06:31:58 PDT 2019","","","418","100% (1/1)","100% (1/1)","100% (1/1)","2278118"
"31HLTCK4BLV1GIDKNX3BJ64S9BSGVC","3D8T3D6PQEIQ2GY6AJ9KFTAEYVCOYN","Survey on social issues + coin flips (coin required; ca. 10-15 minutes)","Answer multiple choice questions. You need a coin for doing coin flips.","survey, research","$1.11","Tue Jun 18 07:47:33 PDT 2019","200","BatchId:3679483;OriginalHitTemplateId:920937340;","3600","86400","Sat Jun 22 07:47:33 PDT 2019","","","33NF62TLXJ20DT73M1F92THG8IDJK2","A3VHOZJFI5OAY0","Approved","Tue Jun 18 09:08:21 PDT 2019","Tue Jun 18 09:23:04 PDT 2019","Wed Jun 19 09:23:04 PDT 2019","Wed Jun 19 06:31:58 PDT 2019","","","883","100% (1/1)","100% (1/1)","100% (1/1)","8907178"
