"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"338GLSUI43BFAQ0LIISOQYK99SYSFK","3D1RILWJRGY4VFVMCR87OOP20NAEZ0","Survey on social issues + coin flips (coin required; ca. 10-15 minutes)","Answer multiple choice questions. You need a coin for doing coin flips.","survey, research","$1.11","Tue Jun 18 07:46:52 PDT 2019","200","BatchId:3679482;OriginalHitTemplateId:920937340;","3600","86400","Sat Jun 22 07:46:52 PDT 2019","","","3018Q3ZVOIQBZ4HUIFBTA60BDN3ARW","A30W987G9S6F0G","Approved","Tue Jun 18 07:49:04 PDT 2019","Tue Jun 18 08:35:22 PDT 2019","Wed Jun 19 08:35:22 PDT 2019","Wed Jun 19 06:32:44 PDT 2019","","","2778","100% (1/1)","100% (1/1)","100% (1/1)","8192845"
"338GLSUI43BFAQ0LIISOQYK99SYSFK","3D1RILWJRGY4VFVMCR87OOP20NAEZ0","Survey on social issues + coin flips (coin required; ca. 10-15 minutes)","Answer multiple choice questions. You need a coin for doing coin flips.","survey, research","$1.11","Tue Jun 18 07:46:52 PDT 2019","200","BatchId:3679482;OriginalHitTemplateId:920937340;","3600","86400","Sat Jun 22 07:46:52 PDT 2019","","","30LSNF239UV912J7FDO5QWGME3S2ID","A1DMXEJGJY02E1","Approved","Tue Jun 18 07:47:19 PDT 2019","Tue Jun 18 08:06:07 PDT 2019","Wed Jun 19 08:06:07 PDT 2019","Wed Jun 19 06:32:44 PDT 2019","","","1128","100% (1/1)","100% (1/1)","100% (1/1)","1312704"
"338GLSUI43BFAQ0LIISOQYK99SYSFK","3D1RILWJRGY4VFVMCR87OOP20NAEZ0","Survey on social issues + coin flips (coin required; ca. 10-15 minutes)","Answer multiple choice questions. You need a coin for doing coin flips.","survey, research","$1.11","Tue Jun 18 07:46:52 PDT 2019","200","BatchId:3679482;OriginalHitTemplateId:920937340;","3600","86400","Sat Jun 22 07:46:52 PDT 2019","","","30MVJZJNHMDGWXOCI4OKCK30XORJ9Y","A1BH6H9WRK49I","Approved","Tue Jun 18 07:57:09 PDT 2019","Tue Jun 18 08:10:43 PDT 2019","Wed Jun 19 08:10:43 PDT 2019","Wed Jun 19 06:32:44 PDT 2019","","","814","100% (1/1)","100% (1/1)","100% (1/1)","1035552"
"338GLSUI43BFAQ0LIISOQYK99SYSFK","3D1RILWJRGY4VFVMCR87OOP20NAEZ0","Survey on social issues + coin flips (coin required; ca. 10-15 minutes)","Answer multiple choice questions. You need a coin for doing coin flips.","survey, research","$1.11","Tue Jun 18 07:46:52 PDT 2019","200","BatchId:3679482;OriginalHitTemplateId:920937340;","3600","86400","Sat Jun 22 07:46:52 PDT 2019","","","30ZX6P7VF8V5WD3DXV952XVMRIH2JP","A4CHLWPHZIP7Y","Approved","Tue Jun 18 07:47:18 PDT 2019","Tue Jun 18 08:25:11 PDT 2019","Wed Jun 19 08:25:11 PDT 2019","Wed Jun 19 06:32:44 PDT 2019","","","2273","100% (1/1)","100% (1/1)","100% (1/1)","6711317"
"338GLSUI43BFAQ0LIISOQYK99SYSFK","3D1RILWJRGY4VFVMCR87OOP20NAEZ0","Survey on social issues + coin flips (coin required; ca. 10-15 minutes)","Answer multiple choice questions. You need a coin for doing coin flips.","survey, research","$1.11","Tue Jun 18 07:46:52 PDT 2019","200","BatchId:3679482;OriginalHitTemplateId:920937340;","3600","86400","Sat Jun 22 07:46:52 PDT 2019","","","324G5B4FB385G8ZXHZGUGJXY3PX703","A3QNCW3LR2AVOV","Approved","Tue Jun 18 07:48:09 PDT 2019","Tue Jun 18 07:58:38 PDT 2019","Wed Jun 19 07:58:38 PDT 2019","Wed Jun 19 06:32:44 PDT 2019","","","629","100% (1/1)","100% (1/1)","100% (1/1)","2912884"
"338GLSUI43BFAQ0LIISOQYK99SYSFK","3D1RILWJRGY4VFVMCR87OOP20NAEZ0","Survey on social issues + coin flips (coin required; ca. 10-15 minutes)","Answer multiple choice questions. You need a coin for doing coin flips.","survey, research","$1.11","Tue Jun 18 07:46:52 PDT 2019","200","BatchId:3679482;OriginalHitTemplateId:920937340;","3600","86400","Sat Jun 22 07:46:52 PDT 2019","","","32M8BPYGATMZGWREES9US0ANOMXIGC","A3IN1OIDSYNM86","Approved","Tue Jun 18 07:52:35 PDT 2019","Tue Jun 18 08:04:59 PDT 2019","Wed Jun 19 08:04:59 PDT 2019","Wed Jun 19 06:32:44 PDT 2019","","","744","100% (1/1)","100% (1/1)","100% (1/1)","5353028"
"338GLSUI43BFAQ0LIISOQYK99SYSFK","3D1RILWJRGY4VFVMCR87OOP20NAEZ0","Survey on social issues + coin flips (coin required; ca. 10-15 minutes)","Answer multiple choice questions. You need a coin for doing coin flips.","survey, research","$1.11","Tue Jun 18 07:46:52 PDT 2019","200","BatchId:3679482;OriginalHitTemplateId:920937340;","3600","86400","Sat Jun 22 07:46:52 PDT 2019","","","32N49TQG3GI3SBYBRZG3B3PEYTGAVP","ABL81LYVZUKYE","Approved","Tue Jun 18 07:49:35 PDT 2019","Tue Jun 18 08:03:36 PDT 2019","Wed Jun 19 08:03:36 PDT 2019","Wed Jun 19 06:32:45 PDT 2019","","","841","100% (1/1)","100% (1/1)","100% (1/1)","1140974"
"338GLSUI43BFAQ0LIISOQYK99SYSFK","3D1RILWJRGY4VFVMCR87OOP20NAEZ0","Survey on social issues + coin flips (coin required; ca. 10-15 minutes)","Answer multiple choice questions. You need a coin for doing coin flips.","survey, research","$1.11","Tue Jun 18 07:46:52 PDT 2019","200","BatchId:3679482;OriginalHitTemplateId:920937340;","3600","86400","Sat Jun 22 07:46:52 PDT 2019","","","32SVAV9L3F9JG2WS7PAXS8XV79NA3S","A2XSOOBL4HGQJQ","Approved","Tue Jun 18 07:48:01 PDT 2019","Tue Jun 18 08:05:24 PDT 2019","Wed Jun 19 08:05:24 PDT 2019","Wed Jun 19 06:32:45 PDT 2019","","","1043","100% (1/1)","100% (1/1)","100% (1/1)","2698684"
"338GLSUI43BFAQ0LIISOQYK99SYSFK","3D1RILWJRGY4VFVMCR87OOP20NAEZ0","Survey on social issues + coin flips (coin required; ca. 10-15 minutes)","Answer multiple choice questions. You need a coin for doing coin flips.","survey, research","$1.11","Tue Jun 18 07:46:52 PDT 2019","200","BatchId:3679482;OriginalHitTemplateId:920937340;","3600","86400","Sat Jun 22 07:46:52 PDT 2019","","","32UTUBMZ7GW8BL33XDGZ6E9KGB3BVN","A5NE8TWS8ZV7B","Approved","Tue Jun 18 08:32:03 PDT 2019","Tue Jun 18 09:11:40 PDT 2019","Wed Jun 19 09:11:40 PDT 2019","Wed Jun 19 06:32:45 PDT 2019","","","2377","100% (1/1)","100% (1/1)","100% (1/1)","6410467"
"338GLSUI43BFAQ0LIISOQYK99SYSFK","3D1RILWJRGY4VFVMCR87OOP20NAEZ0","Survey on social issues + coin flips (coin required; ca. 10-15 minutes)","Answer multiple choice questions. You need a coin for doing coin flips.","survey, research","$1.11","Tue Jun 18 07:46:52 PDT 2019","200","BatchId:3679482;OriginalHitTemplateId:920937340;","3600","86400","Sat Jun 22 07:46:52 PDT 2019","","","32VNZTT0A74WXF1D9E12X3EBLD84RG","AH9Y3W3PJGG32","Approved","Tue Jun 18 08:10:59 PDT 2019","Tue Jun 18 08:56:58 PDT 2019","Wed Jun 19 08:56:58 PDT 2019","Wed Jun 19 06:32:45 PDT 2019","","","2759","100% (1/1)","100% (1/1)","100% (1/1)","766731"
